61,1,True,1,0
60,1,False,0,0
61,2,True,1,0
60,2,False,0,0
61,3,True,1,0
60,3,False,0,0
61,4,True,1,0
60,4,False,0,0
61,5,True,1,0
60,5,False,0,0
61,6,True,1,0
60,6,False,0,0
61,7,True,1,0
60,7,False,0,0
61,8,True,1,0
60,8,False,0,0
61,9,True,1,0
60,9,False,0,0
61,10,True,1,0
60,10,False,0,0
61,11,True,1,0
60,11,False,0,0
61,12,True,1,0
60,12,False,0,0
61,13,True,1,0
60,13,False,0,0
61,14,True,1,0
60,14,False,0,0
61,15,True,1,0
60,15,False,0,0
61,16,True,1,0
60,16,False,0,0
61,17,True,1,0
60,17,False,0,0
61,18,True,1,0
60,18,False,0,0
61,19,True,1,0
60,19,False,0,0
61,20,True,1,0
60,20,False,0,0
61,21,True,1,0
60,21,False,0,0
61,22,True,1,0
60,22,False,0,0
61,23,True,1,0
60,23,False,0,0
61,24,True,1,0
60,24,False,0,0
61,25,True,1,0
60,25,False,0,0
61,26,True,1,0
60,26,False,0,0
61,27,True,1,0
60,27,False,0,0
61,28,True,1,0
60,28,False,0,0
61,29,True,1,0
60,29,False,0,0
61,30,True,1,0
60,30,False,0,0
61,31,True,1,0
60,31,False,0,0
61,32,True,1,0
60,32,False,0,0
61,33,True,1,0
60,33,False,0,0
61,34,True,1,0
60,34,False,0,0
61,35,True,1,0
60,35,False,0,0
61,36,True,1,0
60,36,False,0,0
61,37,True,1,0
60,37,False,0,0
61,38,True,1,0
60,38,False,0,0
61,39,True,1,0
60,39,False,0,0
61,40,True,1,0
60,40,False,0,0
61,41,True,1,0
60,41,False,0,0
61,42,True,1,0
60,42,False,0,0
61,43,True,1,0
60,43,False,0,0
61,44,True,1,0
60,44,False,0,0
61,45,True,1,0
60,45,False,0,0
61,46,True,1,0
60,46,False,0,0
61,47,True,1,0
60,47,False,0,0
61,48,True,1,0
60,48,False,0,0
61,49,True,1,0
60,49,False,0,0
61,50,True,1,0
60,50,False,0,0
61,51,True,1,0
60,51,False,0,0
61,52,True,1,0
60,52,False,0,0
61,53,True,1,0
60,53,False,0,0
61,54,True,1,0
60,54,False,0,0
61,55,True,1,0
60,55,False,0,0
61,56,True,1,0
60,56,False,0,0
61,57,True,1,0
60,57,False,0,0
61,58,True,1,0
60,58,False,0,0
61,59,True,1,0
60,59,False,0,0
61,60,True,1,0
60,60,False,0,0
61,61,True,1,0
60,61,False,0,0
61,62,True,1,0
60,62,False,0,0
61,63,True,1,0
60,63,False,0,0
61,64,True,1,0
60,64,False,0,0
61,65,True,1,0
60,65,False,0,0
61,66,True,1,0
60,66,False,0,0
61,67,True,1,0
60,67,False,0,0
61,68,True,1,0
60,68,False,0,0
61,69,True,1,0
60,69,False,0,0
61,70,True,1,0
60,70,False,0,0
61,71,True,1,0
60,71,False,0,0
61,72,True,1,0
60,72,False,0,0
61,73,True,1,0
60,73,False,0,0
61,74,True,1,0
60,74,False,0,0
61,75,True,1,0
60,75,False,0,0
61,76,True,1,0
60,76,False,0,0
